RowNumber|Name|ManufacturerName|ModelNumber|ModelName|EntryID|Cat|IsMatched|CatDesc|Record
33469|MONITOR, BLOOD PRESSURE, NON-INVASIVE|RUDOLF RIESTER|RBP-100||||N||1
33470|MONITOR, BLOOD PRESSURE, NON-INVASIVE|RUDOLF RIESTER|RI CHAMPION N||||N||1
33471|DIAGNOSTIC SET|RUDOLF RIESTER|RI-FORMER||||N||1
33472|VITAL SIGNS MONITOR|RUDOLF RIESTER GMBH|RIESTER RVS-100||||N||1
33473|DIAGNOSTIC SET|RUDOLF RIESTER GMBH|RI-FORMER||||N||1
33474|ELECTROCAUTERY SYSTEM, LINE-POWERED|RUMMER BROS|704FP73||||N||1
33475|STERILIZER|RUNGES|SEA-22||||N||1
33476|TABLES, PHYSICAL THERAPY|RUSSEL|bh6000||||N||1
33477|BED, TREATMENT|RUSSELL BONNER MEDIC|BOBATH||||N||1
33478|BINFEEDER|RUTISHAUSER|R908||||N||1
33479|Thermometer, Infrared, Skin|Rycom|JXB-188||||N||1
33480|THERMOMETER, INFRARED, SKIN|RYCOM ELECTRON TECHNOLOGY LIMITED|RC002||||N||1
33481|BATTERY CHARGER|RYOBI|UBC1201A||||N||1
33482|SPHYGMOMANOMETER, ANEROID|S & M PRODUCTS|CLOCK MODEL||||N||1
33483|CONTROLLER, CAMERA VIDEO|S & N RICHARDS AUST.|360 3CCD||||N||1
33484|Endoscopic light source, line-powered|S & N RICHARDS AUST.|500XL||||N||1
33485|Endoscopic video image processor|S & N RICHARDS AUST.|560P||||N||1
33486|Endoscopic video image processor|S & N RICHARDS AUST.|660HD||||N||1
33487|SPHYGMOMANOMETER, ANEROID|S&K|MAXI STABIL 3||||N||1
33488|TOURNIQUET, DUAL|S&N RICHARDS AUSTRALIA|DT100||||N||1
33489|MONITOR/PACEMAKER|S&W|2011||||N||1
33490|ASPIRATORS|S.B. MEDICAL CO|ME-2210-S||||N||1
33491|SHAKER, AMALGAM|S.D.I.|ULTRAMAT 2||||N||1
33492|Detectors|Sabre|Sabre 4000||||N||1
33493|MOTOR, MICRO, FOOT CONTROLLED|SAE YANG MACHINERY|SDE H30-H35||||N||1
33494|TENS UNIT (TRANSCUTANEOUS ELECTRICAL NERVE STIMULATION)|SAEBO|MYOTRAC||||N||1
33495|MUSCLE TESTER, MANUAL|Saehan|8H5001||||N||1
33496|Dynamometer, Hand|Saehan|SH5001||||N||1
33497|DYNAMOMETER|SAEHAN CORP|SH5001||||N||1
33498|Hand Dynamometer|SAEHAN CORPORATION|SH5001||||N||1
33499|DYNAMOMETER, SQUEEZE|SAEHAN CORPORATION|SH5001||||N||1
33500|SMOKE FILTRATION SYSTEM|SafeAir|SFR Compact||||N||1
33501|Cabinets|Safemate|Fume Cupboard ECO Class  II BSC||||N||1
33502|TROLLEY, SCISSOR LIFT|SAFETECH|DCP-100||||N||1
33503||SAFETY AND MOBILITY|SMDS200F||||N||1
33504|OXIMETER (PULSE)|SAGE|SNORESAT||||N||1
33505|STAINER, TISSUE|SAKURA|DRS 60||||N||1
33506|CONSOLE, CRYO|SAKURA|TISSUE TEK III||||N||1
33507|Slide Stainers|Sakura|Tissue-Tek||||N||1
33508|Cover Slipping Machines|Sakura|Tissue-Tek Film Coverslipper||||N||1
33509|Slide Stainers|Sakura|Tissue-Tek Prisma Plus Stainer||||N||1
33510|Tissue Processors|Sakura|Tissue-Tek VIP 6 Vacuum Infiltration Tissue Processor||||N||1
33511|Slide Stainers|Sakura Pty Ltd|Tissue-Tek Slide Stainer||||N||1
33512|Slide Stainers|Sakura Tissue Tek| Prisma staining workstation||||N||1
33513|Cover Slipping Machines|Sakura Tissue Tek|6410 Glass Coverslipper||||N||1
33514|Cover Slipping Machines|Sakura Tissue Tek|6502 Glass g2 coverslipper||||N||1
33515|Analysers|Sakura Tissue Tek|DRS2000||||N||1
33516|Cover Slipping Machines|Sakura Tissue Tek|G2 Coverslipper & Prisma Stainer||||N||1
33517|Cover Slipping Machines|Sakura Tissue Tek|G2 Glass Coverslipper||||N||1
33518|Slide Stainers|Sakura Tissue Tek|G2 Stainer + Prisma System ||||N||1
33519|Slide Stainers|Sakura Tissue Tek|G2 Stainer and Prisma System||||N||1
33520|Cover Slipping Machines|Sakura Tissue Tek|Glass Coverslipper SGC400 Glass J2 SGC 400 ||||N||1
33521|Analysers|Sakura Tissue Tek|Glass Goverslipper||||N||1
33522|Cover Slipping Machines|Sakura Tissue Tek|J2 Glass Coverslipper||||N||1
33523|Slide Stainers|Sakura Tissue Tek|Prisma||||N||1
33524|Workstations|Sakura Tissue Tek|Prisma staining workstation||||N||1
33525|Slide Stainers|Sakura Tissue Tek|Sakura Prisma E2S Stainer ||||N||1
33526|Cover Slipping Machines|Sakura Tissue Tek|SGC 400 Coverslipper||||N||1
33527|Cover Slipping Machines|Sakura Tissue Tek|SGC400 Glass Coverslipper||||N||1
33528|Cover Slipping Machines|Sakura Tissue Tek|Slide Coverslipper||||N||1
33529|Slide Stainers|Sakura Tissue Tek|Staining machine-haematology Model RSG-61||||N||1
33530|Tissue Embedding Equipment|Sakura Tissue Tek|Tissue-Tek 5 Embedding centre||||N||1
33531|Tissue Processors|Sakura Tissue Tek|Tissue-Tek VIP-6 Processor||||N||1
33532|Tissue Processors|Sakura Tissue Tek|VIP 5||||N||1
33533|Tissue Processors|Sakura Tissue Tek|VIP5||||N||1
33534|Tissue Processors|Sakura Tissue Tek|VIP6||||N||1
33535|POWER SUPPLY, UNINTERRUPTIBLE|SALICRU|SALICRU PRO||||N||1
33536|Infant scale, electronic|SALTER|-||||N||1
33537|SPRING BALANCE|SALTER|100N*1N||||N||1
33538||Salter|235-6LF||||N||1
33539||SALTER|250||||N||1
33540|SCALES, INFANT|SALTER|250||||N||1
33541|SCALES|SALTER|250||||N||1
33542|Scale, Paediatric|Salter|250||||N||1
33543|SCALES, CHAIR, PATIENT WEIGHING|SALTER|250||||N||1
33544||SALTER|323-21||||N||1
33545|SCALES|SALTER|50J||||N||1
33546|SCALE, BABY|SALTER|914||||N||1
33547|SCALES, ADULT|SALTER|CX-4800||||N||1
33548|SCALES, INFANT|SALTER|N1841||||N||1
33549|SPRING BALANCE|SALTER|NONE (CLASS 1)||||N||1
33550|SCALES, ADULT|SALTER|NONE (CLASS 1)||||N||1
33551|THERAPY (TRACTION)|SALTER|SALTER|SPRING BALANCE|||N||1
33552|TESTER (TRANSCEIVER)|SALTER|TI563||||N||1
33553||SALTER|UNKNOWN||||N||1
33554|Scale, Infant|Salter|Unknown||||N||1
33555|Scale, Paediatric, Mechanical|Salter|Unknown||||N||1
33556|Floor Scale, Mechanical|SALTER|WS410T||||N||1
33557|TM00370 - Scales - Infant|SALTER BRECKNELL|250 Salter||||N||1
33558|SCALES|SALTER BRECKNELL|323||||N||1
33559|SCALE, INFANT|SALTER BRECKNELL|ELECTROSAMSON||||N||1
33560|SCALE, INFANT|SALTER BRECKNELL|MODEL 250||||N||1
33561|EBME00407 - PNEUMATIC DEMAND OXYGEN REG/FLOWMETER|SALTER LABORATORIES|8512||||N||1
33562|Scales|SALTER LABORATORIES|9074WH3R||||N||1
33563|HYDRAULIC HAND DYNAMOMETER|SAMMONS PRESTON|5030J1||||N||1
33564|DYNAMOMETER (SQUEEZE)|SAMMONS PRESTON|JAMAR||||N||1
33565||SAMMONS PRESTON|JAMAR PLUS||||N||1
33566|Dynamometer, Hand|Sammons Preston Inc.|5030J1||||N||1
33567|Dynometer, Hand|Sammons Preston Rolyan|?||||N||1
33568|AMPLIFIER, AUDIO|SAMSON|S MIX||||N||1
33569|X-RAY UNIT, MOBILE|SAMSUN ELECTRONICS|GM60A-40S||||N||1
33570|Monitor, VDU, Colour|SAMSUNG|-||||N||1
33571|MONITOR, VIDEO|SAMSUNG|172T||||N||1
33572||SAMSUNG|2233BW||||N||1
33573|MONITOR, VIDEO|SAMSUNG|710MP||||N||1
33574|MONITOR|SAMSUNG|740N||||N||1
33575|Monitor, VDU, Colour|SAMSUNG|740N||||N||1
33576||Samsung|940B S||||N||1
33577||Samsung|940N||||N||1
33578|MONITOR (LCD)|SAMSUNG|B1940R|SYNCMASTER B1940R|||N||1
33579||SAMSUNG|B1940R||||N||1
33580|TELEVISION|SAMSUNG|CB-21F5||||N||1
33581|Computer Interface|SAMSUNG|CL-10||||N||1
33582|MONITOR (LCD)|SAMSUNG|DC55E|LH55DCEPLGC/XY|||N||1
33583||Samsung|HS40|USS-HS4NL30/AU|||N||1
33584|TELEVISION SET|SAMSUNG|LA19C350D1D||||N||1
33585|COMPUTER (CLINICAL)|SAMSUNG|LH65TCQMBC/XY|650TS|||N||1
33586|MONITOR (LCD)|SAMSUNG|LS22C45KBW||||N||1
33587||SAMSUNG|LS24E45KBSV/XY||||N||1
33588|MONITOR (LCD)|SAMSUNG|LS27C45KBSU/XY|S27C450B|||N||1
33589|PRINTER (LASER)|SAMSUNG|ML-1610||||N||1
33590|Monitor, VDU, Colour|SAMSUNG|P2250||||N||1
33591|SLAVE MONITOR|SAMSUNG|P2270-EF22WS||||N||1
33592||SAMSUNG|PM55F||||N||1
33593||SAMSUNG|PM55H||||N||1
33594|SCANNER, ULTRASOUND|SAMSUNG|R7||||N||1
33595||SAMSUNG|S22B300B||||N||1
33596|MONITOR (LCD)|SAMSUNG|S22C300B||||N||1
33597|MONITOR (LCD)|SAMSUNG|S22D300HY|SD300|||N||1
33598||SAMSUNG|S24C650BW||||N||1
33599|SLAVE MONITOR|SAMSUNG|S24C650BW||||N||1
33600||SAMSUNG|S24E450D||||N||1
33601|MONITOR, LCD|SAMSUNG|S24E650BW||||N||1
33602|DISPLAY, LCD|SAMSUNG|S24E650BW||||N||1
33603||SAMSUNG|S24F350FHE||||N||1
33604|COMPUTER|Samsung|Samsung Galaxy Tab A||||N||1
33605|GALAXY TABLET|SAMSUNG|SM-T510||||N||1
33606|COMPUTER,K/BRD|SAMSUNG|SM-T510|GALAXY TAB A|||N||1
33607|TABLET|SAMSUNG|SM-T510||||N||1
33608|palmtop computer|SAMSUNG|"SM-T510|Galaxy TAB A"||||N||1
33609|Computer, Tablet|SAMSUNG|SM-T580||||N||1
33610||Samsung|SM-T860|Lumify|||N||1
33611|ULTRASOUND UNIT, Imaging|Samsung|Sonoace R3||||N||1
33612|ULTRASOUND UNIT, Imaging, Transducer|Samsung|Sonoace R3||||N||1
33613|CAMERA|SAMSUNG|ST60||||N||1
33614|MONITOR (LCD)|SAMSUNG|STM-19L||||N||1
33615|RECORDER, VIDEO CASSETTE|SAMSUNG|SV-240B||||N||1
33616||Samsung|Syncmaster 2243||||N||1
33617|Laptop/tablet computer|SAMSUNG|"Synergy UHD4|AR-3200-1007"||||N||1
33618|COMPUTER,K/BRD|SAMSUNG|TAB S7|SAMSUNG GALAXY TAB S7|||N||1
33619|GALAXY TAB|SAMSUNG|TAB S7 / SM-T870||||N||1
33620|TELEVISION SET|SAMSUNG|UA19F4000AM||||N||1
33621|ULTRA HD CURVED MONITOR|SAMSUNG|UA65JS9000WXXY||||N||1
33622|Laptop/tablet computer|SAMSUNG|WIS3000||||N||1
33623|Monitor, Video, Lcd|Samsung Electronics|740N||||N||1
33624|MONITOR HOLSTER DISPLAY UNIT|SAMSUNG ELECTRONICS|765MB||||N||1
33625|Monitor, Video, Lcd|Samsung Electronics|910N||||N||1
33626|MONITOR DISPLAY LCD|SAMSUNG ELECTRONICS|940N||||N||1
33627|POWER SUPPLY, VARIABLE VOLTAGE|SAMSUNG ELECTRONICS|GENERIC||||N||1
33628|Printer, Laser|Samsung Electronics|ML-1865||||N||1
33629|Printer - Instrument Washer|SAMSUNG ELECTRONICS|Nixolon||||N||1
33630|Cpu, Imaging, Reporting|Samsung Electronics|SM-T510||||N||1
33631|Cpu, Imaging, Reporting|Samsung Electronics|SM-T560||||N||1
33632|Cpu, Imaging, Reporting|Samsung Electronics|SM-T580||||N||1
33633|Cpu, Imaging, Reporting|Samsung Electronics|SM-T860||||N||1
33634|Computers : Samsung Electronics|SAMSUNG ELECTRONICS|SM-T860||||N||1
33635|ULTRASOUND|SAMSUNG ELECTRONICS|SM-T860||||N||1
33636|PRINTER|SAMSUNG ELECTRONICS|SRP-270AG||||N||1
33637|MONITOR DISPLAY LCD|SAMSUNG ELECTRONICS|STM19LV||||N||1
33638|MONITOR, VISUAL DISPLAY UNIT|SAMSUNG ELECTRONICS|STM-32L||||N||1
33639||SAMSUNG MEDISON|UGEO PT60A||||N||1
33640|RECORDER (ECG)|SAN EI INST|1E21||||N||1
33641|RECORDER (ECG)|SAN EI INST|8825||||N||1
33642|MONITOR (ECG)|SAN EI INST|NONE (CLASS 1)||||N||1
33643|LINE DRIVER|SAN EI INST|NONE (CLASS 1)||||N||1
33644|PRINTER|SANDERS|12/7||||N||1
33645|MONITOR (TEMPERATURE)|SANDERS|12/7||||N||1
33646|GASTROINTESTINAL MOTILITY SYSTEM|SANDHILL SCIENTIFIC|INSIGHT ULTIMA SYSTEM||||N||1
33647|MONITOR|Sandhill Scientific|Z07-2000-A||||N||1
33648|MONITOR|Sandhill Scientific|Z07-2000-B||||N||1
33649|MONITOR, PH|SANDMILL SCIENTIFIC|ZEPHR||||N||1
33650|PUMP FEEDING|SANDOZ|199235||||N||1
33651||Sandoz Nutrition Corporation|199235|Compat|||N||1
33652||SANIBEL|MLP2||||N||1
33653|Mobile Label Printer|Sanibel|MLP2||||N||1
33654|Tens Unit (Transcutaneous  Nerve Stimulation Device)|SANICO SRL|WL-2103C/S12063||||N||1
33655|THERAPY (ULTRASOUND)|SANITAS|2041P2||||N||1
33656|THERAPY (ULTRASOUND)|SANITAS|2041-P2||||N||1
33657|Pan Sanitiser|SANITECH AUSTRALIA|711OS||||N||1
33658||SANMINA CORP|40-405-1||||N||1
33659|THERAPY (ULTRASOUND)|SANOPHON|204||||N||1
33660|THERAPY (ULTRASOUND)|SANOPHON|2041P||||N||1
33661|THERAPY (ULTRASOUND)|SANOPHON|2041P2||||N||1
33662|WASHER, DENTAL|SANTECH|8000||||N||1
33663|VACUUM CLEANER|SANYO|720 W||||N||1
33664|Freezers|Sanyo|Freezer||||N||1
33665|Freezers|Sanyo|Freezer Ultralow 85C MDF-U55VIP 519L. Model- SANYMDF-U55V||||N||1
33666|Freezers|Sanyo|Freezer, upright. Ultra Low Temp MDF-U5386S ||||N||1
33667|Biomedical Freezer|SANYO|GENERIC||||N||1
33668|TELEVISION MONITOR|SANYO|LCD-32XR9DA||||N||1
33669|TELEVISION SET|SANYO|LED-42XR10FH||||N||1
33670|BATTERY (PACK)|SANYO|LPBATTERY||||N||1
33671|Refrigerators|Sanyo|MBR-1404G Blood Bank Refrigerator||||N||1
33672|Refrigerators|Sanyo|MBR-305GR ||||N||1
33673|Refrigerators|Sanyo|MBR-704GR ||||N||1
33674|Refrigerators|Sanyo|MBrR106G||||N||1
33675|Freezers|Sanyo|MDF U537 Blood Freezer||||N||1
33676|Freezers|Sanyo|MDF-U537D Medical Freezer - Dual Door||||N||1
33677|Freezers|Sanyo|MDF-U55VIP 519L ultralow 85c||||N||1
33678|Refrigerators|Sanyo|MDF-U72V||||N||1
33679|Freezers|Sanyo|MDF-U72V||||N||1
33680|Freezers|Sanyo|MDFU72V VIP Series Ultra Low Temp u/r Freezer||||N||1
33681|Freezers|Sanyo|Medical Freezer||||N||1
33682|BATTERY CHARGER|SANYO|NCMOR06W||||N||1
33683|VACUUM CLEANER|SANYO|NONE (CLASS 1)||||N||1
33684|Freezers|Sanyo|SANYM DF-DU502VX-PE PHCbi Twinguard -86o Upright Freezer||||N||1
33685|Freezers|Sanyo|SANYMDF-DU900V -86 Upright Freezer||||N||1
33686|Freezers|Sanyo|SANYMDF-U500VX Freezer - 85°C MDFU500VX-DUAL COOL||||N||1
33687|Freezers|Sanyo|SANYMDF-U55V  - 80*C Freezer 519L ||||N||1
33688|Freezers|Sanyo|SANYMDF-U55V-PE -86C Freezer||||N||1
33689|Freezers|Sanyo|Sanyo -80 freezer U500VX||||N||1
33690|Incubators|Sanyo|Sanyo C02 Incubator||||N||1
33691|Freezers|Sanyo|Sanyo MDF-U53V||||N||1
33692|Freezers|Sanyo|Sanyo Ultra Low Freezer - 86 DEG C upright||||N||1
33693|DICTAPHONE|SANYO|TRC5030||||N||1
33694|FREEZER|SANYO|ULTRA LOW||||N||1
33695|Freezers|Sanyo|Ultra Low Freezer -86oC||||N||1
33696|Freezers|Sanyo|Upright Freezer Sanyo VIP Series||||N||1
33697|Freezers|Sanyo|Upright Freezer Twin Guard Plus -86C||||N||1
33698|Freezers|Sanyo|Upright Freezer Twinguard -86C||||N||1
33699|Freezers|Sanyo|VIP -80'C FREEZER MDF-U73V||||N||1
33700|Freezers|Sanyo|VIP MDF-U53V Series Ultra Low Temp||||N||1
33701|Freezers|Sanyo|VIP Series||||N||1
33702|Freezers|Sanyo|VIP Ultra Low Temp||||N||1
33703|Freezers|Sanyo|VIP-86 SAMDF-U50V +ACCS||||N||1
33704|LIGHT SOURCE|SAPI MED|B0350||||N||1
33705||SAPIMED|B.0350||||N||1
33706|HOT PACK HEATING UNIT|SARENA INDUSTRIES|HW30T||||N||1
33707|HYDROCOLLATOR|SARENA INDUSTRIES|HW30THP||||N||1
33708|TROLLEY (SYSTEM)|SARNS|0642-4||||N||1
33709|PUMP (HEART BI PASS)|SARNS|0648-1||||N||1
33710|MONITOR (MULTI FUNCTION)|SARNS|0654-9||||N||1
33711|MONITOR (MULTI FUNCTION)|SARNS|0655-6||||N||1
33712|MONITOR (BLOOD LEVEL)|SARNS|0660-6||||N||1
33713|MONITOR (MULTI FUNCTION)|SARNS|0660-6||||N||1
33714|CARDIOPULMONARY BY PASS SYSTEM HEATING/COOLING UNIT|SARNS|11314||||N||1
33715||SARNS|13600||||N||1
33716|PUMP (HEART BI PASS)|SARNS|6013||||N||1
33717|PUMP (HEART BI PASS)|SARNS|7000MDX||||N||1
33718|PUMP (HEART BI PASS)|SARNS|NONE (CLASS 1)||||N||1
33719|BALANCE, ANALYTICAL|SARTORIUS|1006MP9||||N||1
33720|BALANCE, ANALYTICAL|SARTORIUS|1103||||N||1
33721|BALANCE, ANALYTICAL|SARTORIUS|A200(S)||||N||1
33722|BALANCE, ANALYTICAL|SARTORIUS|BP221S||||N||1
33723|BALANCE, ANALYTICAL|SARTORIUS|L610||||N||1
33724|BALANCE, ANALYTICAL, TOP LOADING|SARTORIUS|PT1200||||N||1
33725|Shakers|Sartorius Australia Pty Ltd|Certomat R Braun (R)||||N||1
33726|Monitor, Air|Sartorius SG|airport md8||||N||1
33727|SCALER, ULTRASONIC|SATELEC|889217002||||N||1
33728|SCALER, ULTRASONIC|SATELEC|ACTEON||||N||1
33729|MOTOR(MICRO)|SATELEC|F28452||||N||1
33730|SCALER, ULTRASONIC|SATELEC|P5 NEWTRAN XS||||N||1
33731|Surgical System, Ultrasonic, Orthopaedic|Satelec|PIEZOELECTRIC S||||N||1
33732|MULTI-PURPOSE RECHARGEABLE BATTERY/ SURG.DRILL H/P|SATELEC|SUNI||||N||1
33733|SCALER, ULTRASONIC|SATELEC|SUPRASSON P5||||N||1
33734|DENTAL X-RAY TUBE INSERT|SATELEC|Xmind||||N||1
33735|X-RAY UNIT, DENTAL|SATELEC|XMIND||||N||1
33736|X-RAY EQUIPMENT, Dental|Satelec|X-Mind Unity||||N||1
33737|DENTAL X-RAY CONTROL CONSOLE GENERATOR|SATELEC|XMINDDC||||N||1
33738|X-RAY UNIT, DENTAL|SATELEC|XMINDDC||||N||1
33739|Trolley, Powered|Satina|Unknown||||N||1
33740|PRINTER, <SPECIFY>|SATO KEIRYOKI MANUFACTURING|CL408E-2A||3000388|4|Y|4 Modelnum matched|1
33741|SCALES|SATORIUS|3202-1S||||N||1
33742|SCALES|SATORIUS|5201||||N||1
33743|LARYNGOSCOPE, RIGID, VIDEO|SATUM BIOMEDICAL SYSTEMS|GLIDESCOPE||||N||1
33744|LARYNGOSCOPE, FLEXIBLE|SATUM BIOMEDICAL SYSTEMS|GLIDESCOPE COBALT||||N||1
33745|BALANCE, ANALYTICAL, TOP LOADING|SAUTER|S/1000T||||N||1
33746|Test Equipment, Transducer, Pressure|Sauter Gmbh|SU130||||N||1
33747|Refrigerator|SB CHAPMAN & COMPANY|2 DOOR Upright||||N||1
33748|Analysers|SCA|Pack Human Edition||||N||1
33749|Monitors|SCADA|RAMPX EMS System||||N||1
33750|SCALES, ADULT|SCALE TRONIX|2001||||N||1
33751|TROLLEY (SHOWER)|SCALEO MEDICAL|S270002G|SHADO E350|||N||1
33752|SCALES, ADULT|SCALEO MEDICAL|SCALIS S8300003||||N||1
33753|SCALER, ULTRASONIC|SCALEX|800||||N||1
33754||SCAN OPTICS|SO-111TZ||||N||1
33755|CENTRIFUGE|SCAN SPEED|MINI||||N||1
33756|DENSITOMETERS|SCANDITRONIX|DPD 510||||N||1
33757||Scanditronix|RFA-300||||N||1
33758||Scanditronix|RFA-300-1||||N||1
33759|Tourniquet, Electrical|Scandmed|3 IN 1|||4|N|4 Modelnum matched|1
33760|Tourniquet, Pneumatic|Scandmed|3 in 1||2000212|3|Y|3 Name ModelNum matched|1
33761|TOURNIQUET|SCANDMED|3 IN 1|||4|N|4 Modelnum matched|1
33762|TOURNIQUET|SCANMED|400-20||||N||1
33763|TOURNIQUET|SCANMED|400-40||||N||1
33764|TRANSDUCER ULTRASOUND|SCANMEDICS|8666-RF||||N||1
33765|ULTRASOUND|SCANMEDICS|8667||||N||1
33766|Ultrasound System - Imaging - Urology|SCANMEDICS|bkSpecto 1300-21||||N||1
33767|ULTRASOUND|SCANMEDICS|FLEX FOCUS 400||||N||1
33768|PHOTOTHERAPY LIGHTS|SCANMEDICS|NEOBLUE||||N||1
33769|PHOTOTHERAPY LIGHTS|SCANMEDICS|NEOBLUE MINI LED LIGHT||||N||1
33770|PHOTOTHERAPY UNIT|SCANMEDICS|NEOBLUECOZY LED||||N||1
33771|ULTRASOUND|SCANMEDICS|PRO FOCUS||||N||1
33772|PATIENT WARMER|SCANMEDICS|TECHOTHERM NEO||||N||1
33773||S-CAPE|37-MMC-EXD||||N||1
33774||S-CAPE|38-MMC-EXD||||N||1
33775||S-CAPE|38MMC-TLP||||N||1
33776||S-CAPE|S-CAPE CONTROL PC||||N||1
33777|TABLES, OPERATING|SCHAERER|AXIS500||||N||1
33778|ANALYSER, RESP, FUNCTION|Schiller|013600212||||N||1
33779||Schiller|3.920740|Medilog AR|||N||1
33780|MONITOR (MULTI FUNCTION)|SCHILLER|9006-001508|1500 PATIENT MONITOR|||N||1
33781|MONITORS, BEDSIDE, PHYSIOLOGIC|SCHILLER|9006-001821|1500 PATIENT MONITOR NO IBP|||N||1
33782|MONITORS, BEDSIDE, PHYSIOLOGIC|SCHILLER|9006-001831|1500 PATIENT MONITOR NO CO2|||N||1
33783||Schiller|AR12 PLUS|Medilog|||N||1
33784|MONITOR, ECG, HOLTER|SCHILLER|AR12 Plus||||N||1
33785|MONITOR, ECG, HOLTER|SCHILLER|AR4 PLUS||||N||1
33786||Schiller|AR4 PLUS|Medilog|||N||1
33787|RECORDER, ECG, MULTICHANNEL|SCHILLER|AT-1||||N||1
33788|Electrocardiograph, General-purpose|Schiller|AT-102||||N||1
33789|Electrocardiograph, General-purpose|SCHILLER|AT-2||||N||1
33790|Recorder, Ecg, Multichannel|Schiller|AT-2 PLUS||||N||1
33791|Patient Data Recorder|Schiller|BR-102 plus||||N||1
33792|RECORDER (ECG)|SCHILLER|CARDIOVIT AT-101||||N||1
33793|MONITOR/RECORDER (STRESS)|SCHILLER|CARDIOVIT CS-200||||N||1
33794|ELECTROCARDIOGRAPH|SCHILLER|CARDIOVIT FT-1||||N||1
33795|Recorder, Ecg, Multichannel|Schiller|CS-12C||||N||1
33796|MONITOR, ECG, HOLTER|SCHILLER|FD5||||N||1
33797|MONITOR, ECG, HOLTER|SCHILLER|FD5 Plus||||N||1
33798|Defibrillator, Manual|Schiller|TempusLS||||N||1
33799|Patient Monitor, Multiparameter, Transportable|Schiller|TempusPro||||N||1
33800|Monitor, Physiological, Multi Parameter|Schiller|WA 1500 PM||||N||1
33801|RECORDER, ECG|SCHILLER AG|CARDIOVIT AT102||||N||1
33802|ECG, MACHINE, SPIROMETER |SCHILLER AUSTRALIA PTY LTD|AT-2 PLUS||||N||1
33803|MONITOR, MRI|SCHILLER MEDICAL|MAGLIFE LIGHT||||N||1
33804|ELECTROCARDIOGRAPH, MULTICHANNEL|SCHILLIER|AT-2PLUS||||N||1
33805|POWER SUPPLY, UNINTERRUPTABLE|SCHNEIDER ELECTRIC|APC||||N||1
33806|RESIDUAL CURRENT DEVICE|SCHNEIDER ELECTRIC|E13||||N||1
33807|Endoscopic light source, battery-powered|SCHOLLY|05.0750.LED.AC||||N||1
33808|LIGHT SOURCE|SCHOLLY|FLEXILUX 3000||||N||1
33809|Light Source|Scholly Fibreoptic|05.0755LED||||N||1
33810|Charger, Battery, Led Source|Scholly Fibreoptic|10R-023949||||N||1
33811|TELESCOPE|SCHOLLY FIBREOPTIC|11.0031A||||N||1
33812|TELESCOPE|SCHOLLY FIBREOPTIC|ALPHASCOPE||||N||1
33813|SCOPES, FIBREOPTIC|SCHOLLY FIBREOPTIC|FLEXISCPE MP500||||N||1
33814|LIGHT SOURCE|SCHOTT|KL1500LCD||||N||1
33815|HEADLIGHT (EXAMINATION)|SCHOTT AG|1472927|EYEMAG LIGHT II|||N||1
33816|ASPIRATORS|SCHUCO INC|SCHUCO VAC 230||||N||1
33817|DISPENSER, WAX|SCHULTZ DENTAL|DOUBLIMAT||||N||1
33818|TABLE, EXAMINATION/TREATMENT, OPHTHALMIC|SCHUMO-SIR|TU400708_E||||N||1
33819|Bicycle ergometer|SCHWINN|PRO 130||||N||1
33820|Bicycle ergometer|SCHWINN|R916||||N||1
33821||Schwinn|TM570||||N||1
33822|UPPER BODY EXERCISER & LOWER BODY RECUMBENT BIKE|SCI FIT SYSTEM|PRO2||||N||1
33823|ERGOMETER BICYCLE|SCI FIT SYSTEMS|INTELLIFIT ISO 7000||||N||1
33824|Bike, Exercise|Sci Fit Systems|ISO1000||||N||1
33825|Bike, Ergometer|Sci Fit Systems|ISO1000R||3000220|4|Y|4 Modelnum matched|1
33826|Bike, Ergometer|Sci Fit Systems|ISO-1000R||3000220|4|Y|4 Modelnum matched|1
33827|Bike, Recumbent|Sci Fit Systems|ISO7000R||||N||1
33828|VIBRATOR (TEST TUBE)|SCIENTIFIC|2601||||N||1
33829|ANALYSER (WHOLE BLOOD)|SCIENTIFIC|HEMOCUE||||N||1
33830|EYEBALL W/ORBIT|Scientific Educational Supplies P/L|CS02||||N||1
33831|CAVITIES - NOSE MOUTH & THROAT W/LARYNX|Scientific Educational Supplies P/L|FS05||||N||1
33832|LARYNX & TONGUE|Scientific Educational Supplies P/L|GS04||||N||1
33833|MUSCLES - FOOT|Scientific Educational Supplies P/L|NS09||||N||1
33834|MUSCLES- LEG W/BASE OF PELVIS|Scientific Educational Supplies P/L|NS10||||N||1
33835|MUSCLES - HAND W/BASE OF FORE-ARM|Scientific Educational Supplies P/L|NS13||||N||1
33836|MUSCLES - ARM W/SHOULDER GIRDLE|Scientific Educational Supplies P/L|NS15||||N||1
33837|INCUBATOR|SCIENTIFIC EQUIPMENT|THERMOLINE E120||||N||1
33838|Bath, Water, Shaker|Scientific Equipment|TSB3||||N||1
33839|MIXER, TEST TUBE|SCIENTIFIC EQUIPMENT|VM80||||N||1
33840|MIXER (VORTEX)|SCIENTIFIC IND.|G560E|VORTEX GENIE 2|||N||1
33841|MIXER, VORTEX|SCIENTIFIC INDUSTRIE|G560E||||N||1
33842|MIXER, TEST TUBE|SCIENTIFIC INDUSTRIE|K-500-J||||N||1
